"Gene" "Red1" "Red2" "Red3" "Red4" "Red5" "Yellow1" "Yellow2" "Yellow3" "Yellow4" "Yellow5"
"28" "bizzm" 0.782467368140004 0.76361374759145 0.7181406525337 0.969532599939905 0.683556727525499 0.87190286366499 0.897895265583075 0.943088011419884 0.988841318002425 0.889907662829618
"29" "voiok" 0.339088507411901 0.35474705207304 0.354887739167432 0.346146102633509 0.392326024644552 0.311533293382497 0.322888214301293 0.354470290128939 0.296859732420151 0.359926826955386
"30" "bfbxi" 3.59721113233616 3.10949915327322 3.69311835307285 3.51908385767863 3.39531702896543 2.58982391316139 2.70963086139109 2.10542663301466 1.91426332520961 1.85164255399896
"31" "yfcie" 0.00504416976584419 0.00559166205148652 0.0050898951394948 0.00373015437194112 0.0050966422856623 0.00464561169088799 0.00590115830232889 0.00446491199567982 0.00581591282003311 0.00553273801764657
"32" "odpss" 0.858219356278533 0.932057172414792 0.814685130970982 0.738940320517408 1.07747966361396 1.02222491172362 0.885028730827835 1.00739378180468 0.891558928958541 0.985615638798931
"33" "bwvlp" 1.01414299845006 0.910046926531447 1.03549862772763 1.08398088930476 0.938517417001529 0.992623517347436 0.974515305080775 0.856237749825924 0.966671913077905 1.06826336483543
"34" "zamnt" 0.216231253719143 0.246718588618856 0.251989405098037 0.238878035746772 0.213538018268872 0.228163184656227 0.209943386839654 0.218526012726613 0.236660611018752 0.236286261867753
"35" "jdiio" 1.36651270755798 1.21021229849318 1.31214961296981 1.19710647129399 1.45754514264954 1.22512670591496 1.39095460873373 1.20743214377857 1.32718979212738 1.12150346129031
"36" "oqqlx" 0.474513266122657 0.526562291995733 0.65315769400935 0.466664732780546 0.464815055108756 0.547991513138078 0.528606618591355 0.537829177349268 0.586158089276706 0.59828080797737
"37" "utjwq" 0.383477987870002 0.397923616553679 0.395991474630244 0.411220739596241 0.422465096435623 0.349522835946337 0.36751523187489 0.418298207725369 0.398396037671069 0.441084981729219
"38" "jdfne" 0.399387976217378 0.281189975660044 0.339394067270489 0.26767415755961 0.34194975645256 0.302171175266317 0.278683226459237 0.373046795751209 0.323353115092493 0.305791456014396
"39" "gsuhi" 0.132512984253228 0.121764743621781 0.132171736844274 0.154632020481832 0.132125661586868 0.1271105611361 0.131268897798434 0.144818946718824 0.134050415546697 0.134767305464447
"40" "hbmpn" 0.161143483923008 0.17346809489434 0.151298188143705 0.163532660915676 0.16460325078853 0.202423324091347 0.158278638877047 0.171096106289044 0.173283999448711 0.150846514602486
"41" "addjv" 0.224770647610639 0.223881645642731 0.182827689379912 0.237407126046355 0.225057254749958 0.211449280969969 0.188767263743311 0.205233983402391 0.219168143247679 0.233958406536559
"42" "rqnrt" 1.09318803597828 1.05867347436324 0.850647191853396 0.797133972373048 0.864911580198052 1.00906591759049 0.987515368788912 0.854662898271304 0.78245923874295 0.910280654055291
"43" "rmyjh" 0.916419381318384 0.979656379435985 0.896347068103448 0.885009203497248 0.934170008066054 0.981679433826949 1.07870486166875 0.968796400051322 0.95012261728172 0.996802453101183
"44" "tzdhz" 2.44716942854311 2.5293550928522 2.81777792041921 2.77289234352423 2.68021694211845 2.0287942744315 2.36445379464912 2.55239961144239 2.54059814182262 2.17564130886783
"45" "wanmc" 0.0383887774154153 0.039153418128516 0.0381819809083397 0.0410710293115194 0.0333278209800982 0.0388593728735606 0.0268393255648656 0.0279305607446005 0.0317189889005493 0.0364507744453586
"46" "oxzme" 0.593962376869806 0.5644784185918 0.539005091681169 0.551007870330054 0.542456354286521 0.555862841906205 0.61819211247702 0.463821970940416 0.502254988956761 0.527339142479708
"47" "inabz" 0.221133180972917 0.201126748542171 0.221032345600761 0.181608668126099 0.196494978294741 0.21586271723518 0.232210740662742 0.260359123086675 0.259180341747234 0.242443081341984
"48" "bmnjf" 0.908479429802903 0.627483440656329 0.734311375814717 0.746157741283089 0.810596218849301 0.693077387533877 0.856576278681585 0.543904699628169 0.826119789515415 0.756591839014913
"49" "uhryh" 1.21934201374588 1.22852974787665 0.970763145172484 1.05845305553611 1.39231490379453 1.10899012586557 0.91586565158376 1.14096292280553 0.962764879614391 1.06309869661354
"50" "egkaj" 0.728969227975229 0.633178598956436 0.667718908483103 0.684917936643417 0.666916086536463 0.422747161259659 0.397600035861015 0.404797995759702 0.364292936114154 0.394753555804352
"51" "pcxks" 4.32547402759542 4.57527049670503 3.99484689521606 4.18868628902777 4.27576946370156 3.75999416875674 4.84121987858399 4.93194028432538 4.49984440317806 4.01127731562911
"52" "lbmgc" 0.0595641608268535 0.0660930918324169 0.073332496941203 0.0677557734302286 0.0653504704622334 0.0670387249805427 0.0792381876460907 0.0624913862254052 0.072883015929511 0.0665254058447047
"53" "iraqu" 1.21367516277793 1.23559513331987 1.21462374579663 1.25353016005837 0.941472269813941 1.02607489491493 1.35613055133087 1.27680830272694 1.39871432810024 1.28133659400162
"54" "jwhuv" 0.801248324452686 0.903698172612655 0.932454556587396 0.898779996513729 0.758683463850005 0.712424883428494 0.768046860444267 0.854967560328515 0.809273335780731 0.918188642901037
"55" "xlyzk" 1.37672526309007 1.49284466323383 1.34706590563798 1.46064510854389 1.33984916650496 1.23992035167352 1.41116262387078 1.29028040101869 1.48923959181667 1.44104374686462
"56" "iodcz" 0.229271443291876 0.201486951341806 0.152500950932222 0.197638571417856 0.19176997382079 0.22008897377408 0.175716498451846 0.165652693238939 0.190192733984919 0.18329629277228
"57" "hyoic" 0.543841626610317 0.476292225963455 0.62461571530648 0.631110944263237 0.522246536741866 0.561553905112568 0.470210920327931 0.589325048492487 0.548023639639774 0.579521220712499
"58" "zqrel" 0.296669439952461 0.309001054542991 0.292469442201825 0.308088722223555 0.318169501701288 0.324069104723516 0.287597861604984 0.340932959570659 0.346192981091084 0.29885873256313
"59" "jielu" 0.243817337362598 0.299973206261031 0.237630714175406 0.302950033123273 0.271505012619584 0.30085804393437 0.314659604385151 0.25948045538058 0.25837946558431 0.296174796983553
"60" "mkuhj" 2.41816081445846 2.51866997410658 1.87358827734626 2.37749244198759 1.90488059665109 2.33050136225644 2.22763169792561 2.31241006594022 1.9471438866479 2.27482502874841
"61" "ruksr" 0.628965634003121 0.421869934542544 0.491726429519141 0.505058144900139 0.553047755092845 0.56620867296684 0.592868720464704 0.419438634401438 0.540619764029717 0.517138007061941
"62" "zxgdt" 0.795503618650957 0.813529955606775 1.02578214098977 0.792356809746353 0.770091037182258 0.821091460368804 0.678546223465187 0.79322402245868 0.788516439883101 0.959159522988862
"63" "vjqtt" 0.234261982964455 0.20678497324054 0.222380267433045 0.219441583428563 0.217014722166909 0.245792356268816 0.198790066357928 0.248755677569437 0.191201453496791 0.28026049945283
"64" "wjeev" 0.541222117639449 0.497133319522262 0.502614862703653 0.578289278920936 0.491137886427308 0.426587069773655 0.556427589731285 0.573733363012271 0.552375898909635 0.427784318726336
"65" "ctwzq" 0.195950225885092 0.195501735147015 0.197399370487355 0.188007146446069 0.199689861899123 0.17747237179437 0.180016148099196 0.195394170975034 0.18137104985209 0.200785854569473
"66" "prrki" 2.20581670984164 2.28548954840181 2.09811117769403 2.27558077729733 2.34016347711587 2.51758826934895 2.2163110653894 1.87113636672858 2.42400061723186 2.19281755934349
"67" "puswu" 0.637031226071458 0.55643192423143 0.577991682842248 0.563916077157266 0.605067649694447 0.524720930651733 0.549483485676592 0.534744063111056 0.676377184777684 0.63725925004018
"68" "khdxk" 0.455277317408782 0.402387832535337 0.504688637026518 0.40090455614915 0.418296491477734 0.395568639078536 0.477760303079196 0.439616254872745 0.393177367127018 0.350096000869341
"69" "wiucw" 1.82210496075201 1.2268932402162 1.57080403413381 1.58652241477007 1.65996745359016 1.62385488930516 1.65098139118268 1.72906679667656 1.61146579176107 2.23759475170135
"70" "pstiq" 0.522561719005805 0.470187654575434 0.452220515477247 0.563485767815329 0.465976936643086 0.660684365636167 0.480193847273479 0.585561393967398 0.586322771292047 0.529894625004115
"71" "pqgxl" 0.953879880115033 1.05202566426388 0.989494862697474 0.985791291915771 1.22970193954752 1.00965983552054 1.1811487887784 0.933510540670481 1.07240946594001 0.897928807253497
"72" "gplmb" 3.2265750342699 3.58503693924295 3.20664471499692 3.70941467171025 3.47057431412108 3.90594981853029 3.48657208140824 2.91619164211453 4.31618877927323 3.66578302519293
"73" "zbfws" 0.922139491458821 0.787246543633618 0.702526858106522 0.904441531426244 0.821718788565496 1.07135405665558 1.04858206415168 0.936678463653297 0.912730368796019 0.957993306971476
"74" "zouvm" 5.6030627932234 4.76308497876116 5.73080558429081 5.796386103822 4.69032277787458 5.04785328474621 5.41984887369448 5.21812906052911 5.01533537029144 5.77590686555283
"75" "gmysn" 0.516522316132832 0.647816579115406 0.476351873175553 0.490293723940417 0.575159062159619 0.563464995886846 0.660312601169399 0.647323065450646 0.648415005491223 0.68482790660681
"76" "hzwut" 0.586535833884224 0.613979172632373 0.546770183729993 0.673545555667236 0.581569927492216 0.549358077003389 0.613882014607726 0.599242306516922 0.455364299172617 0.461946954875294
"77" "fndcu" 0.314337372684439 0.27761045942367 0.313613460506708 0.358637019630819 0.349614655329643 0.334302115199707 0.288177974182686 0.269837719578836 0.310822663034612 0.379816009833917
"78" "pbidy" 0.222410203415345 0.220245577910074 0.240097420856091 0.23082379738086 0.204834520764707 0.200245717851208 0.234359714502125 0.190325514601312 0.196731184967847 0.268309031305169
"79" "pyrbe" 1.29391809953271 1.07779031091308 1.20767750694499 1.07254124366781 1.19097483696305 0.911707519549736 1.38116277870868 1.47213783747482 1.11543544470618 1.17400470960008
"80" "nbyim" 0.249551880465481 0.297083660025156 0.246287599474285 0.283790773049305 0.25251211139531 0.226252231461797 0.206022394584385 0.226420780018445 0.20537190530259 0.216457029233791
"81" "ghroj" 0.409432343235628 0.469853968177591 0.46396859912978 0.464605646275532 0.387780658534375 0.441908821612871 0.488291380426274 0.503423349144379 0.352054232673455 0.476378696873276
"82" "myulb" 0.225841577261653 0.217000501895073 0.215325112465678 0.217642568360694 0.177716259888226 0.172088731066104 0.189008866633412 0.178094802721236 0.17955768023732 0.190673449430847
"83" "wfyeb" 0.995497485686203 0.957617613132333 0.875345922856703 1.03582656501085 0.96058418764666 0.964886904823065 1.1028452653531 0.959818381830784 1.06302443264466 0.982135061955977
"84" "lclpc" 0.206703770418598 0.206029693470518 0.203099625465077 0.176904062812052 0.154077435037239 0.173819001226471 0.21996405647541 0.20555256378509 0.198885174743193 0.171576168689291
"85" "nioao" 0.244840458956376 0.220824221707674 0.203583981791559 0.190905513019159 0.24599776539199 0.218716086176198 0.213262751307632 0.232446274651251 0.200703391020521 0.173787672596234
"86" "afluw" 0.980906333621756 1.03678782561864 0.968227138639616 0.853320389191275 0.845907746144465 0.996823101085941 1.08443096784661 1.24627173512777 0.961345008920947 0.962896736693625
"87" "edwfg" 0.582259087654732 0.527804176197371 0.548884089869037 0.50319372054409 0.455491832501077 0.612966803040557 0.487350105142784 0.53228576535812 0.635959937290513 0.523942130308642
"88" "qlrna" 0.245805761366177 0.190468076603659 0.190016138824128 0.215951007312868 0.251169839947504 0.189628971763121 0.206280058222386 0.218146470864419 0.210978800580416 0.248294193129609
"89" "gxjlw" 0.772378588362372 0.752557835318078 0.65255209117622 0.67566272262451 0.726693375983189 0.559542838397412 0.745334009312865 0.750470885737307 0.752279403696775 0.736964209199075
"90" "sxcxo" 0.23602033979932 0.196081716437 0.267684453704766 0.324456988402037 0.227264427378567 0.470722607758111 0.399311652285948 0.424063935962004 0.417970403888432 0.413003074242649
"91" "sasiq" 0.434658946190991 0.378544461368042 0.376935615921768 0.428390182237505 0.432940821349484 0.365582612457877 0.446189591259104 0.342470093882125 0.463981589951453 0.411631916584993
"92" "vgajs" 0.996393544112078 1.45331836994693 1.27618141042796 1.17629266598069 1.15768498213566 1.20313210756775 1.18304172198157 0.954132467495291 1.34471805065826 1.23749113369412
"93" "nplfw" 0.180191619717403 0.165056464399314 0.208103945496828 0.155794201779102 0.192364221859227 0.179554854552401 0.183246119082187 0.163688857361568 0.164745467608387 0.190729878949281
"94" "ohnwj" 0.318904700052669 0.333567548386743 0.296000942040553 0.245007103642361 0.336411067138166 0.349152471387197 0.280187354733415 0.274190503966943 0.317386082635022 0.300692987845946
"95" "iwcry" 0.995334206485909 0.991048588328536 0.781572544025244 1.26532678963731 0.859609693699332 1.03685455210416 1.01031364299133 0.910649857763613 0.851949097636917 1.05176545100757
"96" "uuojr" 0.414169846057379 0.413324544709353 0.430635826146946 0.363388731495839 0.425624277360964 0.409954106840433 0.450893492217055 0.421094475125179 0.450464738999386 0.427989160503407
"97" "zxofd" 0.0351518655749316 0.0348029992862617 0.0377351926413825 0.036112378606182 0.0411840777765319 0.039676148978267 0.0352480091963161 0.035199318645733 0.0394778883191765 0.0445157888256368
"98" "uuyle" 0.0487093419258028 0.0416418970996244 0.0470361217676032 0.0410388100652709 0.0476031039704263 0.0416379828719857 0.0405172371192391 0.0486380617269159 0.0488882451501242 0.0401074680912492
"99" "gxpol" 1.2264939161156 1.63502704746223 1.47312003887839 1.60709847459457 1.48442200869556 1.32146501536792 1.87491256570542 1.32809041743071 1.65042714040991 1.6305906215359
"100" "shzvb" 2.5732475720861 2.57592257986371 2.32675227794226 2.66268897972026 3.07192340324092 0.919483578534005 1.5064799247685 1.31386579240343 0.835860626444497 1.05760734984201
"101" "kspct" 0.547300200749782 0.463078471775145 0.575648937615979 0.559269760194159 0.60530501938138 0.544583137577388 0.64672110328802 0.651245850786208 0.601827244920931 0.647162339582305
"102" "thknj" 0.732667349782244 0.664251469292925 0.710315847271274 0.59954475792738 0.763357771741914 0.793268757774598 0.821586106884102 0.783162637814128 0.715590975086906 0.869194817759954
"103" "ixvkq" 0.880191962038704 0.804941425200984 0.655423015543293 0.678439330184031 0.852553166614214 0.938114834452925 0.861251343613875 0.983734925305016 0.870430235770448 0.869754633174906
"104" "fxgmp" 0.90014921542574 0.725550091897985 0.679981396378995 0.772363166260677 0.816988422314168 0.782272585042935 0.770526429752535 0.698613390154465 0.766077321797289 0.777270880623729
"105" "ykwbu" 0.162921429067476 0.150622560812403 0.150101833945649 0.196070323751865 0.174329815273211 0.177621237958419 0.160755084803343 0.205864164675559 0.171818470839888 0.166378829537498
"106" "bykrr" 0.698021174734689 0.67075522656653 0.628917576932 0.64932633894341 0.662381667459963 0.730744976767453 0.604245770186943 0.565520127910086 0.655841043482047 0.615097945952144
"107" "ilcni" 2.46025071170445 3.17752828163068 2.33717161620539 3.08416731474352 2.78793519849966 2.34625242046125 2.86681123953228 3.36218583950811 3.06596804367444 2.39478407754204
"108" "kbhdk" 0.473814171676562 0.419391632159472 0.420630634097365 0.419454718201903 0.469730076705845 0.402261010787243 0.4714292555773 0.488207512848575 0.439179487185021 0.425814560760285
"109" "lcdtu" 2.05809716117289 2.01505251973699 1.91776965615371 1.5821192457126 2.04585311620049 1.98057071604168 2.0360857487247 1.99676221131542 1.83019397599284 1.54745943124002
"110" "hkmcv" 6.91837326923261 7.14206545151818 6.91405223087571 6.66928501484273 7.02956439616047 2.1087748169716 1.56608758144827 1.78389887067206 2.38889166932472 1.96075285824496
"111" "oxyzo" 0.332153009296384 0.334232816809118 0.363357414436172 0.364332230943061 0.336422992460375 0.288917937927691 0.324929537605978 0.356355901169371 0.319482710922529 0.312807250862449
"112" "sarwl" 0.122585765695941 0.150401419137585 0.161144505958882 0.163957113092272 0.150576008858669 0.159772996573524 0.141334455481505 0.145292982894223 0.138782245845641 0.130830252018328
"113" "adgrs" 1.04085548023215 0.966384000473396 1.09322715031322 1.0035096252313 0.986281705310667 0.969827316229624 0.835511766407767 0.965016172883848 0.831172835699142 0.982511106378787
"114" "vyqnw" 0.609853158422033 0.641922598400765 0.698656937036356 0.634300309846687 0.591095009863161 0.663314491585145 0.660572849457415 0.610225548538515 0.613683076338148 0.639559743431583
"115" "byjwx" 0.663667444931752 0.564303870901404 0.568495862431825 0.587509753256816 0.718690540458163 0.677900482097491 0.552077466842497 0.647320129201984 0.567501181091698 0.630897594255859
"116" "vfhtm" 0.953962963820819 0.695928640058968 0.941602974242329 0.787846727426512 0.822714754800596 1.10438851848718 0.884515569113484 1.0573712055422 0.786694362817276 1.04064785000086
"117" "fbbcs" 0.253594557068553 0.231267051282734 0.212880030792686 0.216803693218631 0.243332429480414 0.242435265634586 0.266150949774345 0.269343726408211 0.221904810038618 0.259059115009202
"118" "tgmvn" 1.56914028544183 1.55572437955813 1.49947820678632 1.67820555984324 1.66232080337981 1.63422025525921 1.71617696111913 1.83659226936042 1.72160219460532 1.76754001772722
"119" "kddjp" 1.61418572800402 1.90591598217468 2.02439874273989 1.55837126889296 1.6541417387462 1.59345834453823 1.71504984824601 1.46394189438706 1.84935497114905 1.6481493846707
"120" "ojbzx" 0.064922829964449 0.0537154340037539 0.0445400909856374 0.047224346438916 0.0478476990133127 0.107368971733827 0.113457774348733 0.0941681185256426 0.111871827582744 0.116235072997732
"121" "fkipr" 2.03442974357903 2.53314580404918 2.06878880561777 2.46055333518957 2.74736367300538 2.25804933188575 2.3083353677866 2.61484501673599 2.57746315808729 2.56665283435123
"122" "mmwwl" 2.91414541555044 2.33328911595943 2.68205027524062 2.65470265114514 3.27379579916384 2.41373799716328 2.32733315510524 2.78019696763376 2.30366693149759 2.79536800859398
"123" "qvqyh" 0.801501639485848 0.925983426370289 0.660049696146174 0.645297051654951 0.632023439230335 0.755258121377661 0.90928312898454 0.714430543805821 0.749262127588398 0.76461865902425
"124" "nmhmf" 0.0469935591712882 0.043730935309494 0.0338383647081765 0.0407169216423196 0.0359558086353852 0.041023365286023 0.0384496555994182 0.0374755113813421 0.0392469353729694 0.0464490887052776
"125" "ignuh" 0.78318158084207 0.696150161314811 0.64896883060932 0.657442035411322 0.738096241830201 0.609746879833101 0.548113782778542 0.717091935933718 0.738768536244948 0.609058627499594
"126" "qmncr" 4.45689820711498 4.45183105460118 3.77421668988809 4.39753803244066 3.42911184039802 4.14492329366876 4.53236970246005 4.44362840457409 4.25312126755666 3.44680531908404
"127" "ttohk" 1.17094268928048 1.20253835729796 1.11684397339558 1.1687456320869 1.18684093463795 1.02044916412843 1.09432642221883 1.1493572404251 1.12210443682236 1.09023603588884
"128" "amhgj" 0.0771483722269816 0.0655218317575495 0.0891405856947994 0.0743599063215703 0.0764702849326228 0.0609264647948235 0.0696903392357287 0.0708401842393313 0.0853628039632369 0.0780915244106712
"129" "fheno" 0.19544466418074 0.221771609883054 0.202680968533672 0.203712249330761 0.23647864939581 0.239114997158122 0.214870436174606 0.198965482524423 0.245475742684005 0.207572377136079
"130" "wxaqx" 0.210363748205728 0.213429114090804 0.207298203616448 0.208316401199902 0.224864663947304 0.015803512310302 0.0271385147992275 0.0173476053824188 0.0143869400050807 0.0396066563211779
"131" "rjwyp" 1.06404304003137 0.80711333297623 0.828688188132403 0.93472267683392 1.08978879969384 1.12930404452486 1.08884965845209 0.864576151173335 1.0166851635083 0.914000908527422
"132" "gefsb" 0.76410271282403 0.678684826250004 0.890247393653138 1.0800937102129 0.824769084186348 0.891114554447214 0.989794003629297 0.956324437370823 0.83672693065092 0.980925544114543
"133" "zlxfe" 1.20946244056908 1.41717923938342 1.15952654394773 1.21251075846503 1.14908224630198 1.29950880979847 1.26215776159482 1.0919595875447 1.05492719329364 1.03871701472049
"134" "yvuoq" 0.455513209435424 0.425415345626932 0.503507608095936 0.478674422640592 0.416613772413741 0.452670929290276 0.465847048275484 0.46784037342933 0.372738337512181 0.486690221179347
"135" "bwsce" 0.0783100929496371 0.0738994192776378 0.0633771728712097 0.0765198287237622 0.0583583597551243 0.089386887239251 0.0723200834228952 0.077636995344149 0.08009603387026 0.0740528258486715
"136" "daofr" 0.00894240966302777 0.0115403302676698 0.00802865337335599 0.00947842770036298 0.0101688091621549 0.00941854413686346 0.0087633913199341 0.0119797552522419 0.00870387578212123 0.00966076858532219
"137" "nfqul" 0.131180958676851 0.120379478357066 0.116968489865643 0.11695500728867 0.0981739555105757 0.139509561017198 0.132884985900309 0.14956869331199 0.145199778801268 0.150893875324553
"138" "kigxt" 1.34151923681997 1.59133525860355 1.46108973175781 1.47702025584683 1.50145275860613 1.60228883590923 1.60968945191427 1.40541122529932 1.15660729414306 1.48411421627452
"139" "tsbvn" 0.371260506070443 0.415569958724604 0.38940532248117 0.302595661894516 0.331503209445157 0.470096706765845 0.404631806190896 0.34601535394024 0.402910826474719 0.412356172804207
"140" "ljmry" 0.0330996472604053 0.0165353401819079 0.0277487574792667 0.0202632643694363 0.0244426971834722 0.0732779269556724 0.0726651666398884 0.0795986104461118 0.0898763819507611 0.0751515168552546
"141" "pndwx" 1.0930634689076 1.30410956496229 1.25462937839443 1.24360421271268 1.30838385648939 1.32869910590933 1.19787530570576 1.36979714778482 1.12886416538614 1.2083306355305
"142" "zypuj" 0.700265400740706 0.821972415478797 0.647608542401605 0.60443112269824 0.682849683269902 0.598826161066695 0.625996653877683 0.657093177364229 0.664694996178512 0.722535418582649
"143" "zgodx" 0.132696294716209 0.132559816357054 0.135738149696694 0.125899393314723 0.121676789131709 0.12145403358786 0.119687555727054 0.140546641465232 0.144992306521178 0.125296534525835
"144" "juymw" 0.265065286529734 0.318477916629606 0.31387768769933 0.330502971762183 0.317264015512439 0.278894221744698 0.273323886531213 0.331431223771061 0.293226428058718 0.341677250068324
"145" "tcpvo" 0.399718568754455 0.375051522171717 0.363467222457404 0.391146433274041 0.391824932968363 0.346535300764529 0.334045478956077 0.323288974284465 0.355939780529532 0.354149225685534
"146" "glzdx" 1.17607614680779 1.40114680437452 1.33681457024697 1.43198989453604 1.27659702179615 1.20169796702813 1.29656156329739 1.36571363872032 1.20969372569216 1.44751891117212
"147" "ncnix" 4.14092625646286 3.31160539672551 3.1831334431385 3.44210735949069 3.28319533002556 3.87744241024456 3.88257004093332 3.36841382013766 3.54030717390934 3.35840469825771
"148" "vzrqd" 0.325385286300449 0.343620872914788 0.297796135111796 0.268855013918824 0.313744723753151 0.342939975082284 0.313912399078731 0.340040053447264 0.332383029953534 0.320352656850208
"149" "mjqkr" 0.275168590209011 0.342562477991275 0.293236848498917 0.272582664439139 0.332874003714333 0.268467284612482 0.269681415957276 0.296620950121727 0.32452409213775 0.240891192782121
"150" "fcryg" 0.833133931841815 0.763976051642836 0.826711388998865 0.71896821107136 0.760204000422404 0.0932815733755222 0.0819476519783251 0.056349648233338 0.187257945780077 0.119875465669987
"151" "jjcpn" 0.63847970549364 0.669156360388028 0.636024393776442 0.694066604401353 0.621944687357064 0.621535399997424 0.664894729580158 0.584231320918707 0.601629479368142 0.697628447638114
"152" "tqxqu" 0.281159468182439 0.252982771244308 0.252848185814174 0.273210720883534 0.295260488507824 0.294986505062658 0.269841022204635 0.309142490741151 0.2944094245365 0.317477861257374
